,username,tweet4original
9893,azambelich,@NPR @nprviz @EmilyBogle @BritRenee_ @beck2thefuture @marycmclain @anntheeli @EmilyBJan @raqzal @lydiathom93?€? https://t.co/FAC1wlEHm6
9895,albertocairo,"Hi, DC friends, the #VisualTrumpery lecture (https://t.co/6QC42KYYk3) is open to the public #dataviz #infographics?€? https://t.co/sVz87JOqfo"
9896,dqandrade,This is useful. And important. https://t.co/uTEeczGDI7
9897,AbhinavAgarwal,"This alleged plagiarist ""journalist"" also heads an alleged ""Data Journalism Initiative"". https://t.co/zrdUh488Ir"
9898,shelholtz,"When people don't trust news, data journalism provides insights they CAN trust. Communicators should be using it.?€? https://t.co/rFUHHToIhT"
9901,riotta,Data journalism at work @CatchyBigData https://t.co/S6BYAll7DU
9902,danamo,looking forward to reading. https://t.co/Puk0wcnVpS
9903,kathyenglish,Thanks for this- interesting and helpful to emerging ethics issues. https://t.co/0ihx8V4tCk
9904,ToTheVictor,"90 percent of respondents agree that data-driven journalism adds rigor to reporting, according to a new report https://t.co/SrSiyvoGu6"
9905,gijn,@srfdata Congrats! Your easy to understand &amp; informative updates on asylum in Switzerland made @gijn's Top 10 #ddj?€? https://t.co/6oQlAIWNXb
9906,Authentic8,"Beyond the Daily Data Breach

8 industry insiders on cybersecurity and #journalism https://t.co/EQSrDB6Qhl

#blog https://t.co/7NdiXZDIcH"
9907,Internews,Read @EvaConstantaras on #ddj - she's now part of #Network50 for her work on Internet Health https://t.co/lK1GI4mk0e https://t.co/JmSr9iLdJZ
9909,mordecaiholtz,@mims Journalism is supposed to take the facts and create an honest analysis. Content is editorial journalism and ads use data to sell.
9913,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/vpSJpzt6Re https://t.co/Uk78P9ML6o
9914,todayng,Media practitioners advised to imbibe data journalism - https://t.co/UUJZrVdT8r https://t.co/RIqUtKHQQg
9915,chrisabraham,Data journalism is growing in importance to publications. Where are the PR pitches? Learn more on the #FIR podcast.?€? https://t.co/ovxN6VYUPq
9919,infogram,The media has been encouraged to embrace data journalism to be able to enhance their reporting.?€? https://t.co/NMNfVhG2MM
9922,Planeta_Futuro,Interesados? https://t.co/gBaEnlISap
9923,palewire,Interesting piece on the struggle of identity that's common in the news nerd world. Will we live to see a resolutio?€? https://t.co/mlEiwR6q1q
9924,albertocairo,The first diagram is pure journalism https://t.co/PKlg9T5fhf
9926,digiphile,"If you want assignments, pitch @SunFoundation: https://t.co/FfNMQYKrBp I am committed to publishing diverse voices.?€? https://t.co/VGAB94Jmap"
9927,vanguardngrnews,Media practitioners advised to imbibe data journalism https://t.co/TPolWcVW3x @vanguardngr.com
9928,albertocairo,More talk titles added to the draft of the schedule of https://t.co/0R8f4iVuiY #digitalHumanities #dataJournalism?€? https://t.co/krQ1FLoJvB
9932,alstewitn,@eggsoldier @WMLabourVoter Jeez... no investigative journalism was required: HMG called for the salary data; BBC ag?€? https://t.co/pgWep3PnYb
9934,AlexYablon,Is there a polling/data harvesting firm out there that could estimate the number of NRA members that subscribe to W?€? https://t.co/mR48IOrjx7
9936,ptr_yeung,@rob_cusack I disagree. Data journalism when done properly is humanised. But it's purely bad reporting/reading to e?€? https://t.co/nLAiZ2OiIO
9939,gijn,"@dataandme @timelyportfolio @AntGuilllot Just a note, we featured your tweet on best R packages for visualization i?€? https://t.co/bAKNlshD7M"
9940,dziennikarz,Najbardziej anga??uj??cy twett o #DDJ #Dataviz w ci??gu ostatnich 6h. https://t.co/lzgAVPnxvA
9942,gijnAfrica,"Weekend Reading: The State of #Data Journalism Globally [Report, July 2017] https://t.co/7ZNgZ9eiWY #ddj"
9943,anmccartney,That's quite a lineup https://t.co/DV33Xc9yb3
9945,albertocairo,Data journalism https://t.co/9pWagVOd1F
9946,gijn,@ODcamp All the best with the camp! This announcement made it to @gijn's weekly Top 10 #ddj list. Congrats https://t.co/8UVbOBohqg
9949,MSPowerBI,Starting 1 hour at #MSInspire: Hear how the @AP &amp; #Microsoft's #DataJournalism Program work together. https://t.co/CojwOwGkS2 #PowerBI
9951,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/kD2QBvKghB https://t.co/EoV2llLVrX
9953,palewire,@botherchou @FOXSports @Ken_Rosenthal Simple example of data viz improving journalism quality. Somehow Fox thinks w?€? https://t.co/xWSS6va05H
9954,googlenewslab,"Join @smfrogers @albertocairo &amp; guests for the next @googlenewslab Data Journalism Roundup, Thursday7/6 9am PT. https://t.co/GzITlNQx0p"
9955,LukaszukAB,.@Jantafrench You did a solid piece of journalism on this. Definitely issue that we never considered. Good on you &amp;?€? https://t.co/RdQy019Ccm
9957,karunanundy,Important public service: https://t.co/iExheVuZHz
9960,kevinfolta,"Activists hijack @nytimes to malign @benandjerrys -- bad data, bad journalism. Why would you trust them??€? https://t.co/DZYHTgzLJI"
9963,Megan_Lucero,@ptr_yeung @TBIJ @bureaulocal And... a shoutout to @l_ucasbatt's piece's in @TheBristolCable as part of the?€? https://t.co/8NFE9sHtqa
9964,vanguardngrnews,"Media practitioners advised to imbibe data journalism - Abuja ?€? Mr Joshua Olufemi, Programme Manager, Premium T... https://t.co/nkHxNQ6Gii"
9966,gijnAfrica,"The latest on https://t.co/Ip5VLqbZSW: Today, a 10 step checklist to create a #data journalism team?€? https://t.co/CGlNU1PfVH"
9967,raju,+1 if you are into good fact-based India stories https://t.co/X1VNpxJRYR
9970,AP_CorpComm,Digging into data journalism. See our blog: https://t.co/mTKUPsmv5o
9972,JeremyLittau,Need a ?€?things that last longer than 10 days?€? analysis from @FiveThirtyEight or data journalism is dead.
9974,Info_Activism,4 Ways to broadcast data https://t.co/QzRgB5c4Jc
9975,walkleys,"Speaking data to power:
Meet Pulitzer finalist, Google data journalism whiz &amp; Storyology 2017 speaker @irenejayliu:?€? https://t.co/7P0SquXaTo"
9976,Poynter,"""The Bloomberg Way"" has been updated for digital platforms https://t.co/VwKPvZ6v2H (And ""but"" isn't banned.) https://t.co/Srp1QtjOpN"
9977,newslaundry,"In an age of alternative facts, only numbers can speak truth to power. A masterclass by @IndiaSpend on data-journal?€? https://t.co/EwVuqeC4UP"
9979,cijournalism,"#CIJSummer videos are online. #Data #Journalism: Past, Present, Future. @pilhofer #geeks making journalism better!?€? https://t.co/IBTsodbgz8"
9983,mattwaite,Phil Meyer wrote this about data journalism. Guess what year. https://t.co/PYXc5NVohU
9984,mediatwit,Journalists: coding doesn?€?t have to overwhelm. Start with Excel https://t.co/mOSeIld8MP  #datajournalism #code @IRE_NICAR @source
9985,laura_nelson,Theme park data journalism! Disneyland and California Adventure raised prices to lower wait times. It hasn't worked?€? https://t.co/BPemQYtMYf
9987,dziennikarz,Tak jak my??la??em. @Google dla ponad mln dolczyk??w na inteligentne copy-paste. :-) https://t.co/hyA6rqY9IO
9988,Michelle_RJones,A data journalist before data journalism was cool. https://t.co/DG5KtL57Vv
9989,neo4j,"Panel: #DataJournalism in the Connected Age ?€? H. Bengtsson, L. Haddou, M. Broussard, F. Lindenberg?€? https://t.co/fIEpag4w8j"
9990,SlushHQ,Who said data-driven journalism can't look good? #slush17 @GENinnovate @f_l_o_u_r_i_s_h https://t.co/TJCLzPB42A
9991,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/IQBt4mfNKh https://t.co/UVhyKRuyPO
9992,albertocairo,This time we'll make it work! https://t.co/3yWFGFsUK8
9993,mediatwit,The hiring problem behind the #diversity problem in data #journalism https://t.co/OgtqYJUFub @webjournalist @USCAnnenberg @Journalism_360
9994,LynnePDX,Down data on newspapers #groan https://t.co/09dAo9pJNR
9995,GuardianData,An insight into the work we do on the data team at the Guardian #ddj https://t.co/FAdNTuIoTU
9997,albertocairo,Join us! September 14-16 #digitalhumanities #datajournalism #ddj #dataviz #infographics https://t.co/Sl7FuGs5AH
9998,gijn,"Top 10 #ddj: @ajc maps closed data, @zeitonline maps refugee rescues &amp; @PPLAFF details Congo's corruption scandal?€? https://t.co/VaCCGaX3EM"
9999,gijn,10 things you have to consider when setting up a data journalism team in your newsroom from @fabiolatorres?€? https://t.co/8TYt4CabGT
10000,walkleys,Exciting news! Introducing the @isentia Prize for Data Innovation in Journalism through the Walkley Innovation Fund: https://t.co/CxkE52w7fK
10002,rahulroushan,Oh yeah! Congress winning Diu civic body means GST is a huge failure and citizens are entirely angry with the step.?€? https://t.co/nXPVQBMuxL
10003,albertocairo,"This slide deck is worth your time: Stats, data science, etc. Very informative #ddj #dataJournalism #dataviz https://t.co/KfrsNJq8zJ"
10005,cjciaramella,Picked up a bunch of useful tips for this in @palewire's very cool (and free) online data journalism course?€? https://t.co/pf3jVyVAFv
10006,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/jK0q0UIbFQ https://t.co/MEsL1GbUT5
10007,albertocairo,An honor to be interviewed by @UXpod https://t.co/Ypl5xEgNU6 #dataviz #infographics #ddj #datavisualization?€? https://t.co/3hG37vAyv3
10009,GrogsGamut,I did indeed! Was great to talk about data with folks who like to talk about data! https://t.co/nKzZa4VvfP
10010,albertocairo,"You guys and your pesky data, tsk, tsk https://t.co/5wbMrwgI8G"
10011,IChotiner,"NEW @IHaveToAskPod w/ Huffpost's @lpolgreen: Covering Trump, why she left the NYT, debating ""data journalism"" https://t.co/PY1jRchUM4 @Slate"
10015,walkleys,"Thank you to @iSentia for the ongoing support, and your investment in data journalism innovation. #Walkleys"
10016,albertocairo,With @NadiehBremer and @sxywu. We begin in just 15 minutes! Join us! #dataviz #infographics #ddj https://t.co/1hHQAfwVRG
10018,gijn,"@morgenpost, you guys did it again! Cool #dataviz of Berlin's public transport in @gijn's Top 10 #ddj. Congrats!?€? https://t.co/XJDFtv9QXy"
10020,gijn,Size is relative. And 9 other things to consider when setting up a data journalism team. https://t.co/5gL8ADYAtz https://t.co/D3LXCGR946
10021,mediatwit,"Why #datajournalism?€?even brilliant, better journalism?€?is coded as liberal propaganda https://t.co/9crZCpfFvy @UOsojc @sami_edge @cunysocialj"
10025,kytja,The Hiring Problem Behind the Diversity Problem in Data Journalism https://t.co/YYwqak2Nrg
10029,GENinnovate,How to create a #datajournalism team: Practical tips for bringing programmers and journalists together: https://t.co/OgXQQVzQAA
10032,AP_CorpComm,Digging into data journalism. See our blog: https://t.co/TpDbKfI34b
10033,Info_Activism,The Intercept Brazil: How #metadata revealed lobbyists were behind labor reform amendments https://t.co/NgfRu9Pqp3
10034,lwalker,"Welcome @Rhyne! 

https://t.co/AYQlsBHhan"
10035,glynmoody,terrible journalism from @BBC yet again...I wouldn't even employ their editors to make the tea... https://t.co/ZtqnDx3otC
10036,GENinnovate,"????  We're hiring! ??????
We are looking for a project manager, with a proven interest in #datajournalism ?€? Learn more:?€? https://t.co/v1qAd7bbnn"
10038,shelholtz,The principles of data journalism can elevate your content marketing. My webinar is this Thursday! Register:?€? https://t.co/LCnNnhqcaC
10041,derjarjour,Don't put clickers on your website. Invest in your data journalism team instead. https://t.co/6t5bbNtp8a
10043,AbhinavAgarwal,"Must read.
Data journalism actually requires numeracy, knowldge of data science, &amp; integrity - all three missing in?€? https://t.co/w0sfDHB4An"
10044,pedroelrey,A new data journalism handbook ?€? https://t.co/BEwz3JdIvh https://t.co/dzwoI7RwMI
10045,shelholtz,You don't need to be any good at math to understand data journalism and how it fits with PR. My webinar will help!?€? https://t.co/EfcOJQa86n
10049,greglemarchand,"AFPData, un projet associant l?€?AFP et trois partenaires, s??lectionn?? par le fonds Google DNI?€? https://t.co/uMADgYoHkW"
10055,data_nerd,"Why is data journalism important these days? - The internet may have eaten some newspapers?€? lunch, but it?€?s als... https://t.co/riNr1myQKq"
10063,Bahareh360,"Data Journalism postgrad prof cert at UCD: https://t.co/PDkT76qdQV?€?
Application Deadline 30 July.
@UCD_iSchool #ddj https://t.co/6cKL7WkPD7"
10064,lwalsh,JOB ALERT: In #Ohio @ThePlainDealer is hiring a Computer Assisted Projects Editor https://t.co/Lj5LLEyKwQ #journalism #Data
10066,gijn,Building a data journalism team? Here are 10 things you have to keep in mind. https://t.co/a6mxf0fbFt https://t.co/qenJhjpEoY
10068,Serena,The 2017 state of journalism on Twitter https://t.co/1TXb2M2Jdr Not much of a surprise but good data!!
10069,infogram,Best of Data Journalism for Video Storytelling https://t.co/PeVaxYjxVa by @gijn https://t.co/7tDreKx2HW
10072,Danict89,@fryford One of the most complete list on #ddj data journalist and visual experts https://t.co/mqhkEp9OUS
10074,JanHollitzer,The universe of Berlin. Awesome #datajournalism - Congrats @AlterPaetz @moklick @newreld @chrtze @datentaeterin?€? https://t.co/69bnlRkh7A
10075,gijn,The updated  ?€?@Bloomberg Way?€? style guide focuses on best practices for data &amp; multi-platform journalism @Poynter?€? https://t.co/oTl0Bpm0oi
10076,albertocairo,Designing the print program for #digitalHumanities+#dataJournalism #ddj Symposium (https://t.co/0R8f4jd5aw) So many?€? https://t.co/1Cc1yB7UBW
10077,IJNet,"Passionate about open data + watchdog journalism? Apply for a US$1,000 fellowship to @UNDPMoldova's media camp: https://t.co/hV1Zevl6Wp"
10078,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/n9A4qbmRlI https://t.co/yJMBUcbwdr
10079,olifranklin,"@jdthndr It's an output that belongs in the realm of public data and PR, not journalism, really."
10081,mediatwit,Journalists: coding doesn?€?t have to overwhelm. Start with Excel https://t.co/QQlZ4Dp9El  #datajournalism #code @IRE_NICAR @source
10084,gijn,"@smashingmag Just a note, we featured your tweet on Berlin's public transport #dataviz in @gijn's Top 10 #ddj list https://t.co/8UVbOBohqg"
10085,infogram,Data journalism in broadcast news and video: 27+ examples to inspire and educate https://t.co/5N32LcGCzN by?€? https://t.co/z1NvvfZkvZ
10086,edjeff,"I did some Star Trek data journalism to find the season where the lead character?€? isn?€?t, so much (&amp; more)?€? https://t.co/SPX8YUUi7j"
10088,DCNorg,"Many newsrooms have data teams but few reporters have formal data training, study finds  https://t.co/lrB9PyjjyQ https://t.co/t8EL0zKQ0b"
10089,martinstabe,Oh. And I thought this would be about newspaper charts of the 1840s or maybe CAR investigations of the 1980s. https://t.co/lt1XAJhLa2
10090,Agenzia_Italia,Quello che c'?? da sapere sulla nuova missione di #Nespoli nello #spazio  https://t.co/jlQxIiIiNc
10092,TomMarshall_B,@jamesnwatson He mentioned it in passing at a data journalism talk for Opta recently. Said he had it on good authority.
10093,alissascheller,hello do you work in data journalism/news graphics/etc? pls take my survey on this slow news day https://t.co/oOtafpVYOc
10094,gijnAfrica,"In this week's #ddj highlights by @marksmith, this one by @journalism caught our eye: The Problem w/ #data teams?€? https://t.co/3xgBkKN3dC"
10097,journalismfest,Here are over 27 examples of data journalism in broadcast and video https://t.co/72tSOiJ3ss
10099,gijn,"Top 10 #DDJ: Data journalism grows, but training??doesn?€?t. Thanks @spj_tweets and @journalismnews!?€? https://t.co/74bqIsYuUL"
10100,mberzosa,#Data for #ddj | O @EU_Eurostat est?? ?? procura de pessoas que ajudem a melhorar (via friend/colleague @AnnieM11 ???? )?€? https://t.co/9dLwviA5M2
10102,JosephSerna,Great thread on an @latimes data journalism pioneer. https://t.co/Apry9mV3KZ
10104,Agenzia_Italia,"= #DataJournalism =
Quali #app usiamo per chattare e quanto tempo dedichiamo a ""chiacchierare"" online https://t.co/lBhFjiGWOg"
10105,gijn,"@africaodc, congrats! The official press launch of the Africa Open Data Conference made the weekly Top 10 #ddj list?€? https://t.co/TeJWl7RBHV"
10106,sole24ore,Data journalism? Ecco come si fa - Il video di @lucatremolada e @andreagianotti https://t.co/8aUXCMQlmX https://t.co/vVUfxft3pS
10108,sfchronicle,"Explore the Bay Area?€?s best journalism, visual features and data-driven investigations. https://t.co/iToIMQU9pz https://t.co/m1VIPAQLAO"
10113,CarterCenter,Have you heard of solutions journalism? Interesting approach to show response to a problem with evidence and data.?€? https://t.co/vMaMiD53y9
10114,walkleys,"Speaking data to power:
Meet Pulitzer finalist, Google data journalism whiz &amp; Storyology 2017 speaker @irenejayliu:?€? https://t.co/T7IZQ4Bn5h"
10115,honegger,"Great data journalism by @nytimes: How #Trump manages to brand opponents - but fails to sell policies. #TrumpMIA

https://t.co/MQrf9RTM5v"
10117,jcdrpro,"Many newsrooms have data teams but few reporters have formal data training, study finds  https://t.co/D4MBbytS8c"
10118,mediatwit,.@datadotworld seeks to transform #datajournalism https://t.co/oI3suGbGtg @biancafortis @be3d @jonloyens https://t.co/Sv9Alx8jUI
10120,Info_Activism,From programmer to data journalism professor https://t.co/XAGOWYRxXM
10126,MissRyley,"Hey all, I'm teaching a weekend data bootcamp @CunyJPlus - only $479 b/f Sept! A great investment in your reporting! https://t.co/AnYsIoHJRT"
10128,davidhiggerson,"Data journalism, robots ?€? and predictions on where we go from??here https://t.co/1mBWCZdoYB https://t.co/t4Io6G6RhI"
10129,walkleys,Exciting news! Introducing the Prize for Data Innovation in Journalism through the Walkley Innovation Fund: https://t.co/CxkE52w7fK @isentia
10133,jacquelinee,"Recomenda????o do @smfrogers : Data Journalism Handbook, pra ajudar os jornalistas de dados se sentirem menos sozinho?€? https://t.co/NxY3PgLpEs"
10134,afpfr,"AFPData, un projet associant l?€?AFP et trois partenaires, s??lectionn?? par le fonds Google DNI?€? https://t.co/k83IM3iSP3"
10136,JimmyVielkind,Other reporters: You should listen to what Chad has to say. https://t.co/PIwkFYoIgn
10137,albertocairo,Just TWO MONTHS for our #dataJournalism #digitalHumanities #ddj conference: https://t.co/0R8f4iVuiY Join us!?€? https://t.co/I0LRvWqVtq
10138,GENinnovate,The updated ?€?Bloomberg Way?€? style guide focuses on best practices for data and multiplatform journalism ?€?on @poynter https://t.co/QuvY91oiwV
10139,shelholtz,PR pros need to know how to pitch data journalism stories. Content marketers should produce their own. Webinar: https://t.co/z5AB3NapQE
10140,glennsmith5,Here is the series that won @tbartelme the science journalism award https://t.co/sUZoDf7u4u
10141,EngnRoom,.@EvaConstantaras on using data to (re)build trust in media https://t.co/wARXRdMhyg
10142,missanabeem,Data journalism at its best https://t.co/LFOet99S41
10143,GENinnovate,Making #data count: 12 international projects raise standards for journalism that??matters ?€? #gensummit #dja2017 #ddj https://t.co/G8dJqPngGM
10145,albertocairo,From programmer to data journalism professor @Bahareh360: https://t.co/S6PBb7tT14 #ddj #dataJournalism https://t.co/fgxi9UHjNl
10147,walkleys,"Speaking data to power:
Meet Pulitzer finalist, Google data journalism whiz &amp; Storyology 2017 speaker @irenejayliu:?€? https://t.co/qrq9HrhMe0"
10148,pedroelrey,How to create a data journalism team: practical tips for bringing programmers and journalists together - https://t.co/UI3DNw8SPi
10149,mattwaite,"@palewire @digitalamysw @cacivicdata @SDSU @macloo Agreed, and not that I know of. I'm teaching data journalism thi?€? https://t.co/xWw43XiorE"
10158,Danict89,???????????? NEW ADDITION: Just open a @Flipboard #ddj #datajournalism #dataviz #car magazine! Follow it here ???????€? https://t.co/VHMo73E0iv
10160,RiccardoLuna,"#datajournalism Sorpresa, in Europa non arrivano pi?? turisti extracomunitari https://t.co/Wt2mttUozH"
10161,albertocairo,Looking forward to this #dataviz #infographics #ddj #dataJournalism https://t.co/lDgtSjVIIz
10162,SophatSoeung,Excited about my very first #datavisualization product. :) #datajournalism #journalism #data https://t.co/QdCokVQGQo
10163,gijn,"@gbvitrano, congrats! Your mapping of Italy's fires made it to @gijn's Top 10 #ddj July 17-23 list!?€? https://t.co/3FBVL8IYye"
10164,damianradcliffe,"@usponline ""The Importance of Data for Local Journalism"" in the journal Comunica????o &amp; Educa????o."
10166,albertocairo,Less than two months away #digitalhumanities #datajournalism #ddj #dataviz https://t.co/kDzCgeSaB9
10167,gijn,"@AntGuilllot, congrats! Your pick of best R packages for visualizations made it to @gijn's weekly Top 10 #ddj list!?€? https://t.co/8IKhLoTCxT"
10170,ScottNover,"""Many newsrooms have data teams but few reporters have formal data training, study finds"" https://t.co/BNnn9yEG79"
10173,mattwaite,@palewire @digitalamysw @cacivicdata @SDSU @macloo Entire course over to using python/jupyter/etc for data journali?€? https://t.co/lD9v57abzJ
10174,albertocairo,This looks really useful (includes links to tutorials) #dataviz #infographics #ddj #dataJournalism https://t.co/bLSCTMVnaa
10177,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/s91Lfq12aX https://t.co/uwwqPcYirU
10178,npr_rad,???????????????????????? @SABEW @business_econ panel moderated by @geewaxnpr on what gov data integrity means to truth-telling and truth-seeking in journalism
10179,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/UpHXjn2pnA https://t.co/ZdtTVgca4E
10180,ansaeuropa,Sbarca in rete primo sito europeo multimediale di #datanews https://t.co/aDe5wuEeFl @Agenzia_Ansa @AFP @dpa_intl #EDNH #datajournalism #Ue
10181,jasondashbailey,Hey look! I did some data journalism! And reached out to the White House for comment! https://t.co/fm1Ve20XcJ
10182,cadamole,"@mab8663Panto @NPRextra @NPRskunkbear I suspect it is a journalism wide issue. Anecdotally, I did work with one int?€? https://t.co/lMOjus92ir"
10183,infogram,Data journalism in broadcast news and video: 27+ examples to inspire and educate https://t.co/M9F7qoZjnJ https://t.co/V3SY2zoJLX
10184,sw4mi,"Solutions journalism, when done right, specifically weeds out fads. Data can help here.
#TheWholeStory

https://t.co/oGVVDGYo5f"
10185,TWallack,@MadiLAlexander We all know journalism is a tough field. But I haven't seen data on the backgrounds of journalists?€? https://t.co/MmZNXrPlK3
10187,gijn,"How data journalism stories are told on radio, audio and podcasts?
https://t.co/FTSvMIhIXF #ddj https://t.co/dOJ6weSPsP"
10189,Bahareh360,"Data Journalism postgrad prof cert at UCD: https://t.co/MAS573SbdX
Application Deadline 30 July.
@UCD_iSchool #ddj https://t.co/rFL6KRZ3Ix"
10190,morisy,til Bloomberg sells their styleguide for $28 ($26 for ebook): https://t.co/xpFZwNt2Hz https://t.co/yAqFyDMgSJ
10191,Poynter,The updated ?€?Bloomberg Way?€? style guide focuses on best practices for data and multiplatform journalism?€? https://t.co/slGrrC2Gme
10192,davidottewell,@LukeBeardsworth That's charting for charts' sake. (Charting for Charts' Sake is also the title of my forthcoming e?€? https://t.co/GdasHJvkuQ
10193,Danict89,"@fryford @HuffPostData @GuardianData @BBCNewsGraphics @ftdata Here the same but for websites, news org ad data driv?€? https://t.co/vYsM4Aq2hY"
10194,davidsirota,"This is so great -- notice how they don't refute the facts and data, but instead are just going with straight ad ho?€? https://t.co/A50PBeildb"
10199,ibmevents,How we make #WhatMakesGreat at #Wimbledon https://t.co/Sj7bpp0eN4
10200,AP_CorpComm,Digging into data journalism. See our blog: https://t.co/4QhuzQnCHK
10201,Agenzia_Italia,In Italia non arrivano pi?? #turisti #extracomunitari https://t.co/hOsjDWHcav
10203,ErikaMasonhall,"""Quality journalism costs money to produce, and we want to make sure it can thrive on Facebook."" - @campbell_brown https://t.co/8od2VPJV6D"
10206,sdkstl,"one tiny example: ""cultivate independent journalism"" https://t.co/4zIVadwgNh"
10207,Agenzia_Italia,Nelle nostre #carceri il sovraffollamento tocca quota 113% https://t.co/CQR8ls5S9z #agi #datajournalism
10209,albertocairo,Just 1.5 months away! #digitalHumanities #dataJournalism #ddj #dataviz #infographics #dataVisualization #DataScience https://t.co/VqMAGnQ0xg
10210,palewire,"HuffPo boss @lpolgreen says ""over reliance on data,"" citing @UpshotNYT election projections, to blame for low publi?€? https://t.co/l7XVPBOZ59"
10211,mukhtaryare,"Server + scraping + API of the email delivery system @Mail_Gun = latest 
@washingtonpost headlines in my inbox.?€? https://t.co/xkSqoGJOfv"
10213,shelholtz,July 27 Webinar: Data Journalism for Communicators https://t.co/IKeSv3SwJO
10215,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/i92pRafmgm https://t.co/2Jq3e0PgCo
10216,infogram,Say hello to the new Data Journalism Handbook https://t.co/NjKbl259Hq by @datatheism #ddj https://t.co/XFVd7ICpmJ
10217,googlenewslab,The News Lab Data Journalism Roundup with @albertocairo &amp; guests starts in 15 min. Join live and ask your questions?€? https://t.co/9Ne7fAnc1w
10218,MSPowerBI,Read the @AssociatedPress's take on #datajournalism &amp; why #data skills are essential for every reporter: https://t.co/v5vnV3kPa7 #ddj
10219,Info_Activism,"Just because there?€?s a duty to disclose, doesn?€?t mean there?€?s a duty to make it easy #toolreview #Sqoop https://t.co/6MooxQUTWQ"
10220,webjournalist,My star student I was talking about! ???????? https://t.co/EOvYoH5bKf
10221,Authentic8,"Beyond the Daily Data Breach

8 industry experts on cybersecurity in #journalism https://t.co/EQSrDB6Qhl

#blog https://t.co/ySYNqQs4tU"
10222,JimatTheSpec,Solid journalism. Now let the public see all the data: Why are there so many crashes on the Red Hill? https://t.co/NInRKJfOKa #hamont
10225,pergrankvist,Check out the Digital Attack Map- a live feed of attacks occurring in the world right now. https://t.co/tnyUvc5K30 #datajournalism
10226,JohnWest,"This is a beautiful, beautifully done, and perfectly web-native piece of journalism. Seriously: come for the graphi?€? https://t.co/AgK1qLXhwi"
10227,Megan_Lucero,Lookie lookie! @ptr_yeung's bulletin shouts out to @TBIJ's mega-farms investigation &amp; @bureaulocal reporting too! https://t.co/oKG5Ncz6ek
10228,andrewmseaman,"If you want to save the journalism industry, you need to focus on public trust. Anything else is just busywork. https://t.co/7yrxmnp22S"
10229,dailystarnews,"[INFOGRAPHIC] #China, #India, #Indonesia and #Vietnam have world?€?s 4 biggest coal-fired power plants in pipeline https://t.co/RZJKLXcfHx"
10230,mollyalisonward,????Good tips https://t.co/16X7h0KkHL
10231,Danict89,???????????? NEW: Just open a @Flipboard #ddj #datajournalism #dataviz #car magazine! Follow it here ?????? https://t.co/9aPDTWGcdR
10232,maxthegirl,???????????? ???????????????????????? https://t.co/FItzmw07bW
10233,Info_Activism,Data Visualization for All | Resources | Data Driven Journalism - https://t.co/EfsXQyNPFB
10235,kristenhare,"""The Bloomberg Way"" has been updated for digital platforms https://t.co/NuKugfeDGp (And ""but"" isn't banned.) https://t.co/PDZuEgubRi"
10238,jdpeterson,Data journalism courses should teach Python and/or R. Excel lessons are remedial
10242,Authentic8,"Beyond the Daily Data Breach

8 industry experts on IT security and #journalism https://t.co/EQSrDB6Qhl

#blog https://t.co/CYz8FWXfDj"
10243,shelholtz,Data journalism is growing in importance to publications. Where are the PR pitches? Learn more on the #FIR podcast.?€? https://t.co/yzG6S56i74
10244,Authentic8,"Beyond the Daily Data Breach

8 industry insiders on IT security and #journalism https://t.co/EQSrDB6Qhl?€? https://t.co/2YyF4BKSZ3"
10251,vrsrini,A short #ShelfHelp on #Datajournalism by me on today's @the_hindu #oped - https://t.co/KUkO6o2J5D
10254,walkleys,"Speaking data to power:
Meet Pulitzer finalist, Google data journalism whiz &amp; Storyology 2017 speaker @irenejayliu:?€? https://t.co/Dn7m36zURQ"
10255,dangillmor,Pay no attention to what people want: a journalism industry strategy that has worked wonderfully so far. https://t.co/vrPQrXG6Q2
10256,nikkiusher,Where #datajournalism as we know it it all got started- and disproved assumptions about unrest (why we still callin?€? https://t.co/7PZXXTRuyb
10258,dziennikarz,"@AgataHania To banalne: Data driven journalism i data visualisation
????"
10262,quartzthings,Happy last day of Made In America Week!! Oops. We debunked it again. https://t.co/eTyEFhUBsK #datajournalism
10263,CarolNdosi,#DataJournalism Is for every journalist but not all journalists can become full data journalists! #NewMediaHub shar?€? https://t.co/czpU95upnJ
10265,Poynter,The updated ?€?Bloomberg Way?€? style guide focuses on best practices for data and multiplatform journalism?€? https://t.co/G3OynqFmm2
10266,oliviaptallet,The #Hiring Problem Behind the #Diversity Problem in Data #Journalism https://t.co/D63h11rqZh #media https://t.co/wCQ5vRIerN
10267,mediatwit,The hiring problem behind the #diversity problem in data #journalism https://t.co/C9HTzaRzg9 @webjournalist @USCAnnenberg @journalism_360
10268,Info_Activism,"Data visualisation isn?€?t just for communication, it?€?s also a research tool https://t.co/6di4wDXN4j"
